ID,Warehouse_block,Region,Manager,Cost_of_the_Product
10005,A,North,Alice,204
10006,B,East,Bob,199
10007,C,South,Carol,216
10008,F,Central,Eve,183
10009,D,West,David,136
10010,F,Central,Eve,269
10011,A,North,Alice,105
10012,B,East,Bob,253
10013,C,South,Carol,263
10014,F,Central,Eve,266
10015,D,West,David,185
10016,F,Central,Eve,245
10017,A,North,Alice,184
10018,B,East,Bob,235
10019,C,South,Carol,247
10020,F,Central,Eve,145
10021,D,West,David,158
10022,F,Central,Eve,268
10023,A,North,Alice,186
10024,B,East,Bob,226
10025,C,South,Carol,258
10026,F,Central,Eve,189
10027,D,West,David,255
10028,F,Central,Eve,207
10029,A,North,Alice,271
10030,B,East,Bob,239
10031,C,South,Carol,186
10032,F,Central,Eve,139
10033,D,West,David,224
10034,F,Central,Eve,198
10035,A,North,Alice,102
10036,B,East,Bob,219
10037,C,South,Carol,240
10038,F,Central,Eve,222
10039,D,West,David,221
10040,F,Central,Eve,229
10041,A,North,Alice,146
10042,B,East,Bob,165
10043,C,South,Carol,200
10044,F,Central,Eve,232
10045,D,West,David,240
10046,F,Central,Eve,240
10047,A,North,Alice,187
10048,B,East,Bob,239
10049,C,South,Carol,171
10050,F,Central,Eve,239
10051,D,West,David,166
10052,F,Central,Eve,113
10053,A,North,Alice,104
10054,B,East,Bob,270
10055,C,South,Carol,145
10056,F,Central,Eve,171
10057,D,West,David,160
10058,F,Central,Eve,210
10059,A,North,Alice,256
10060,B,East,Bob,155
10061,C,South,Carol,126
10062,F,Central,Eve,189
10063,D,West,David,206
10064,F,Central,Eve,242
10065,A,North,Alice,258
10066,B,East,Bob,196
10067,C,South,Carol,209
10068,F,Central,Eve,259
10069,D,West,David,140
10070,F,Central,Eve,141
10071,A,North,Alice,160
10072,B,East,Bob,208
10073,C,South,Carol,198
10074,F,Central,Eve,264
10075,D,West,David,136
10076,F,Central,Eve,221
10077,A,North,Alice,242
10078,B,East,Bob,162
10079,C,South,Carol,258
10080,F,Central,Eve,172
10081,D,West,David,222
10082,F,Central,Eve,215
10083,A,North,Alice,164
10084,B,East,Bob,233
10085,C,South,Carol,249
10086,F,Central,Eve,217
10087,D,West,David,260
10088,F,Central,Eve,219
10089,A,North,Alice,267
10090,B,East,Bob,137
10091,C,South,Carol,141
10092,F,Central,Eve,201
10093,D,West,David,125
10094,F,Central,Eve,173
10095,A,North,Alice,271
10096,B,East,Bob,243
10097,C,South,Carol,151
10098,F,Central,Eve,224
10099,D,West,David,141
10100,F,Central,Eve,133
10101,A,North,Alice,239
10102,B,East,Bob,203
10103,C,South,Carol,220
10104,F,Central,Eve,212
10105,D,West,David,252
10106,F,Central,Eve,265
10107,A,North,Alice,199
10108,B,East,Bob,209
10109,C,South,Carol,254
10110,F,Central,Eve,216
10111,D,West,David,196
10112,F,Central,Eve,258
10113,A,North,Alice,137
10114,B,East,Bob,282
10115,C,South,Carol,156
10116,F,Central,Eve,237
10117,D,West,David,170
10118,F,Central,Eve,243
10119,A,North,Alice,163
10120,B,East,Bob,257
10121,C,South,Carol,179
10122,F,Central,Eve,274
10123,D,West,David,174
10124,F,Central,Eve,162
10125,A,North,Alice,269
10126,B,East,Bob,147
10127,C,South,Carol,286
10128,F,Central,Eve,271
10129,D,West,David,130
10130,F,Central,Eve,258
10131,A,North,Alice,151
10132,B,East,Bob,208
10133,C,South,Carol,137
10134,F,Central,Eve,250
10135,D,West,David,211
10136,F,Central,Eve,196
10137,A,North,Alice,174
10138,B,East,Bob,277
10139,C,South,Carol,284
10140,F,Central,Eve,258
10141,D,West,David,254
10142,F,Central,Eve,263
10143,A,North,Alice,267
10144,B,East,Bob,247
10145,C,South,Carol,233
10146,F,Central,Eve,254
10147,D,West,David,289
10148,F,Central,Eve,282
10149,A,North,Alice,243
10150,B,East,Bob,243
10151,C,South,Carol,228
10152,F,Central,Eve,235
10153,D,West,David,274
10154,F,Central,Eve,254
10155,A,North,Alice,237
10156,B,East,Bob,170
10157,C,South,Carol,243
10158,F,Central,Eve,163
10159,D,West,David,257
10160,F,Central,Eve,179
10161,A,North,Alice,274
10162,B,East,Bob,174
10163,C,South,Carol,162
10164,F,Central,Eve,269
10165,D,West,David,147
10166,F,Central,Eve,286
10167,A,North,Alice,271
10168,B,East,Bob,130
10169,C,South,Carol,258
10170,F,Central,Eve,151
10171,D,West,David,208
10172,F,Central,Eve,137
10173,A,North,Alice,250
10174,B,East,Bob,211
10175,C,South,Carol,196
10176,F,Central,Eve,174
10177,D,West,David,277
10178,F,Central,Eve,284
10179,A,North,Alice,258
10180,B,East,Bob,254
10181,C,South,Carol,263
10182,F,Central,Eve,267
10183,D,West,David,247
10184,F,Central,Eve,233
10185,A,North,Alice,254
10186,B,East,Bob,289
10187,C,South,Carol,282
10188,F,Central,Eve,243
10189,D,West,David,243
10190,F,Central,Eve,228
10191,A,North,Alice,235
10192,B,East,Bob,306
10193,C,South,Carol,189
10194,F,Central,Eve,280
10195,D,West,David,310
10196,F,Central,Eve,264
10197,A,North,Alice,243
10198,B,East,Bob,245
10199,C,South,Carol,239
10200,F,Central,Eve,248
10201,D,West,David,268
10202,F,Central,Eve,271
10203,A,North,Alice,233
10204,B,East,Bob,245
10205,C,South,Carol,248
10206,F,Central,Eve,234
10207,D,West,David,259
10208,F,Central,Eve,259
10209,A,North,Alice,263
10210,B,East,Bob,158
10211,C,South,Carol,270
10212,F,Central,Eve,271
10213,D,West,David,237
10214,F,Central,Eve,250
10215,A,North,Alice,270
10216,B,East,Bob,242
10217,C,South,Carol,271
10218,F,Central,Eve,254
10219,D,West,David,274
10220,F,Central,Eve,249
10221,A,North,Alice,245
10222,B,East,Bob,237
10223,C,South,Carol,238
10224,F,Central,Eve,242
10225,D,West,David,217
10226,F,Central,Eve,242
10227,A,North,Alice,265
10228,B,East,Bob,267
10229,C,South,Carol,238
10230,F,Central,Eve,284
10231,D,West,David,137
10232,F,Central,Eve,232
10233,A,North,Alice,262
10234,B,East,Bob,158
10235,C,South,Carol,226
10236,F,Central,Eve,199
10237,D,West,David,175
10238,F,Central,Eve,233
10239,A,North,Alice,111
10240,B,East,Bob,218
10241,C,South,Carol,189
10242,F,Central,Eve,257
10243,D,West,David,160
10244,F,Central,Eve,197
10245,A,North,Alice,283
10246,B,East,Bob,197
10247,C,South,Carol,259
10248,F,Central,Eve,195
10249,D,West,David,159
10250,F,Central,Eve,267
10251,A,North,Alice,155
10252,B,East,Bob,267
10253,C,South,Carol,239
10254,F,Central,Eve,263
10255,D,West,David,217
10256,F,Central,Eve,173
10257,A,North,Alice,163
10258,B,East,Bob,232
10259,C,South,Carol,155
10260,F,Central,Eve,160
10261,D,West,David,200
10262,F,Central,Eve,160
10263,A,North,Alice,220
10264,B,East,Bob,160
10265,C,South,Carol,136
10266,F,Central,Eve,252
10267,D,West,David,138
10268,F,Central,Eve,173
10269,A,North,Alice,198
10270,B,East,Bob,194
10271,C,South,Carol,157
10272,F,Central,Eve,220
10273,D,West,David,160
10274,F,Central,Eve,214
10275,A,North,Alice,213
10276,B,East,Bob,146
10277,C,South,Carol,176
10278,F,Central,Eve,219
10279,D,West,David,164
10280,F,Central,Eve,168
10281,A,North,Alice,167
10282,B,East,Bob,152
10283,C,South,Carol,248
10284,F,Central,Eve,177
10285,D,West,David,148
10286,F,Central,Eve,107
10287,A,North,Alice,196
10288,B,East,Bob,215
10289,C,South,Carol,260
10290,F,Central,Eve,156
10291,D,West,David,266
10292,F,Central,Eve,146
10293,A,North,Alice,210
10294,B,East,Bob,144
10295,C,South,Carol,181
10296,F,Central,Eve,132
10297,D,West,David,243
10298,F,Central,Eve,166
10299,A,North,Alice,148
10300,B,East,Bob,221
10301,C,South,Carol,207
10302,F,Central,Eve,228
10303,D,West,David,161
10304,F,Central,Eve,259
10305,A,North,Alice,272
10306,B,East,Bob,154
10307,C,South,Carol,174
10308,F,Central,Eve,225
10309,D,West,David,209
10310,F,Central,Eve,208
10311,A,North,Alice,163
10312,B,East,Bob,174
10313,C,South,Carol,236
10314,F,Central,Eve,229
10315,D,West,David,195
10316,F,Central,Eve,146
10317,A,North,Alice,211
10318,B,East,Bob,161
10319,C,South,Carol,243
10320,F,Central,Eve,169
10321,D,West,David,273
10322,F,Central,Eve,137
10323,A,North,Alice,96
10324,B,East,Bob,177
10325,C,South,Carol,269
10326,F,Central,Eve,188
10327,D,West,David,238
10328,F,Central,Eve,172
10329,A,North,Alice,134
10330,B,East,Bob,191
10331,C,South,Carol,210
10332,F,Central,Eve,161
10333,D,West,David,161
10334,F,Central,Eve,166
10335,A,North,Alice,170
10336,B,East,Bob,251
10337,C,South,Carol,214
10338,F,Central,Eve,197
10339,D,West,David,227
10340,F,Central,Eve,265
10341,A,North,Alice,287
10342,B,East,Bob,206
10343,C,South,Carol,192
10344,F,Central,Eve,109
10345,D,West,David,180
10346,F,Central,Eve,224
10347,A,North,Alice,259
10348,B,East,Bob,269
10349,C,South,Carol,187
10350,F,Central,Eve,185
10351,D,West,David,241
10352,F,Central,Eve,228
10353,A,North,Alice,214
10354,B,East,Bob,196
10355,C,South,Carol,175
10356,F,Central,Eve,171
10357,D,West,David,185
10358,F,Central,Eve,226
10359,A,North,Alice,265
10360,B,East,Bob,205
10361,C,South,Carol,189
10362,F,Central,Eve,141
10363,D,West,David,217
10364,F,Central,Eve,198
10365,A,North,Alice,246
10366,B,East,Bob,261
10367,C,South,Carol,160
10368,F,Central,Eve,135
10369,D,West,David,213
10370,F,Central,Eve,189
10371,A,North,Alice,259
10372,B,East,Bob,170
10373,C,South,Carol,257
10374,F,Central,Eve,143
10375,D,West,David,258
10376,F,Central,Eve,216
10377,A,North,Alice,169
10378,B,East,Bob,165
10379,C,South,Carol,245
10380,F,Central,Eve,171
10381,D,West,David,238
10382,F,Central,Eve,265
10383,A,North,Alice,207
10384,B,East,Bob,257
10385,C,South,Carol,252
10386,F,Central,Eve,272
10387,D,West,David,180
10388,F,Central,Eve,217
10389,A,North,Alice,149
10390,B,East,Bob,185
10391,C,South,Carol,222
10392,F,Central,Eve,180
10393,D,West,David,156
10394,F,Central,Eve,241
10395,A,North,Alice,170
10396,B,East,Bob,286
10397,C,South,Carol,232
10398,F,Central,Eve,171
10399,D,West,David,146
10400,F,Central,Eve,189
10401,A,North,Alice,235
10402,B,East,Bob,187
10403,C,South,Carol,166
10404,F,Central,Eve,264
10405,D,West,David,243
10406,F,Central,Eve,245
10407,A,North,Alice,239
10408,B,East,Bob,248
10409,C,South,Carol,268
10410,F,Central,Eve,271
10411,D,West,David,233
10412,F,Central,Eve,245
10413,A,North,Alice,248
10414,B,East,Bob,234
10415,C,South,Carol,259
10416,F,Central,Eve,259
10417,D,West,David,263
10418,F,Central,Eve,158
10419,A,North,Alice,270
10420,B,East,Bob,238
10421,C,South,Carol,265
10422,F,Central,Eve,207
10423,D,West,David,257
10424,F,Central,Eve,252
10425,A,North,Alice,272
10426,B,East,Bob,180
10427,C,South,Carol,217
10428,F,Central,Eve,149
10429,D,West,David,185
10430,F,Central,Eve,222
10431,A,North,Alice,180
10432,B,East,Bob,156
10433,C,South,Carol,241
10434,F,Central,Eve,170
10435,D,West,David,286
10436,F,Central,Eve,232
10437,A,North,Alice,171
10438,B,East,Bob,146
10439,C,South,Carol,189
10440,F,Central,Eve,235
10441,D,West,David,187
10442,F,Central,Eve,166
10443,A,North,Alice,264
10444,B,East,Bob,243
10445,C,South,Carol,245
10446,F,Central,Eve,239
10447,D,West,David,248
10448,F,Central,Eve,268
10449,A,North,Alice,271
10450,B,East,Bob,233
10451,C,South,Carol,245
10452,F,Central,Eve,248
10453,D,West,David,234
10454,F,Central,Eve,259
10455,A,North,Alice,259
10456,B,East,Bob,263
10457,C,South,Carol,217
10458,F,Central,Eve,242
10459,D,West,David,255
10460,F,Central,Eve,277
10461,A,North,Alice,267
10462,B,East,Bob,260
10463,C,South,Carol,259
10464,F,Central,Eve,257
10465,D,West,David,228
10466,F,Central,Eve,255
10467,A,North,Alice,262
10468,B,East,Bob,262
10469,C,South,Carol,241
10470,F,Central,Eve,262
10471,D,West,David,263
10472,F,Central,Eve,233
10473,A,North,Alice,221
10474,B,East,Bob,254
10475,C,South,Carol,236
10476,F,Central,Eve,258
10477,D,West,David,223
10478,F,Central,Eve,248
10479,A,North,Alice,204
10480,B,East,Bob,276
10481,C,South,Carol,241
10482,F,Central,Eve,263
10483,D,West,David,265
10484,F,Central,Eve,253
10485,A,North,Alice,257
10486,B,East,Bob,259
10487,C,South,Carol,206
10488,F,Central,Eve,254
10489,D,West,David,143
10490,F,Central,Eve,169
10491,A,North,Alice,194
10492,B,East,Bob,248
10493,C,South,Carol,153
10494,F,Central,Eve,151
10495,D,West,David,148
10496,F,Central,Eve,214
10497,A,North,Alice,251
10498,B,East,Bob,136
10499,C,South,Carol,247
10500,F,Central,Eve,239
10501,D,West,David,247
10502,F,Central,Eve,184
10503,A,North,Alice,248
10504,B,East,Bob,244
10505,C,South,Carol,252
10506,F,Central,Eve,136
10507,D,West,David,200
10508,F,Central,Eve,187
10509,A,North,Alice,222
10510,B,East,Bob,247
10511,C,South,Carol,195
10512,F,Central,Eve,190
10513,D,West,David,226
10514,F,Central,Eve,205
10515,A,North,Alice,225
10516,B,East,Bob,275
10517,C,South,Carol,154
10518,F,Central,Eve,141
10519,D,West,David,198
10520,F,Central,Eve,263
10521,A,North,Alice,184
10522,B,East,Bob,221
10523,C,South,Carol,259
10524,F,Central,Eve,238
10525,D,West,David,188
10526,F,Central,Eve,164
10527,A,North,Alice,204
10528,B,East,Bob,237
10529,C,South,Carol,235
10530,F,Central,Eve,235
10531,D,West,David,263
10532,F,Central,Eve,236
10533,A,North,Alice,146
10534,B,East,Bob,188
10535,C,South,Carol,152
10536,F,Central,Eve,211
10537,D,West,David,195
10538,F,Central,Eve,180
10539,A,North,Alice,213
10540,B,East,Bob,171
10541,C,South,Carol,253
10542,F,Central,Eve,228
10543,D,West,David,158
10544,F,Central,Eve,158
10545,A,North,Alice,195
10546,B,East,Bob,202
10547,C,South,Carol,209
10548,F,Central,Eve,156
10549,D,West,David,199
10550,F,Central,Eve,205
10551,A,North,Alice,165
10552,B,East,Bob,119
10553,C,South,Carol,185
10554,F,Central,Eve,178
10555,D,West,David,248
10556,F,Central,Eve,190
10557,A,North,Alice,227
10558,B,East,Bob,255
10559,C,South,Carol,214
10560,F,Central,Eve,134
10561,D,West,David,216
10562,F,Central,Eve,183
10563,A,North,Alice,190
10564,B,East,Bob,219
10565,C,South,Carol,207
10566,F,Central,Eve,135
10567,D,West,David,254
10568,F,Central,Eve,233
10569,A,North,Alice,233
10570,B,East,Bob,156
10571,C,South,Carol,262
10572,F,Central,Eve,201
10573,D,West,David,208
10574,F,Central,Eve,174
10575,A,North,Alice,144
10576,B,East,Bob,184
10577,C,South,Carol,196
10578,F,Central,Eve,251
10579,D,West,David,160
10580,F,Central,Eve,176
10581,A,North,Alice,235
10582,B,East,Bob,152
10583,C,South,Carol,184
10584,F,Central,Eve,209
10585,D,West,David,187
10586,F,Central,Eve,160
10587,A,North,Alice,258
10588,B,East,Bob,166
10589,C,South,Carol,193
10590,F,Central,Eve,167
10591,D,West,David,272
10592,F,Central,Eve,222
10593,A,North,Alice,189
10594,B,East,Bob,188
10595,C,South,Carol,183
10596,F,Central,Eve,183
10597,D,West,David,167
10598,F,Central,Eve,258
10599,A,North,Alice,177
10600,B,East,Bob,226
10601,C,South,Carol,240
10602,F,Central,Eve,158
10603,D,West,David,176
10604,F,Central,Eve,230
10605,A,North,Alice,238
10606,B,East,Bob,254
10607,C,South,Carol,209
10608,F,Central,Eve,245
10609,D,West,David,133
10610,F,Central,Eve,233
10611,A,North,Alice,257
10612,B,East,Bob,262
10613,C,South,Carol,252
10614,F,Central,Eve,231
10615,D,West,David,228
10616,F,Central,Eve,100
10617,A,North,Alice,253
10618,B,East,Bob,160
10619,C,South,Carol,153
10620,F,Central,Eve,270
10621,D,West,David,156
10622,F,Central,Eve,132
10623,A,North,Alice,98
10624,B,East,Bob,161
10625,C,South,Carol,258
10626,F,Central,Eve,228
10627,D,West,David,180
10628,F,Central,Eve,136
10629,A,North,Alice,228
10630,B,East,Bob,274
10631,C,South,Carol,208
10632,F,Central,Eve,230
10633,D,West,David,273
10634,F,Central,Eve,253
10635,A,North,Alice,241
10636,B,East,Bob,205
10637,C,South,Carol,132
10638,F,Central,Eve,151
10639,D,West,David,163
10640,F,Central,Eve,176
10641,A,North,Alice,169
10642,B,East,Bob,133
10643,C,South,Carol,184
10644,F,Central,Eve,258
10645,D,West,David,237
10646,F,Central,Eve,260
10647,A,North,Alice,159
10648,B,East,Bob,223
10649,C,South,Carol,207
10650,F,Central,Eve,261
10651,D,West,David,239
10652,F,Central,Eve,222
10653,A,North,Alice,143
10654,B,East,Bob,157
10655,C,South,Carol,251
10656,F,Central,Eve,255
10657,D,West,David,277
10658,F,Central,Eve,267
10659,A,North,Alice,260
10660,B,East,Bob,259
10661,C,South,Carol,257
10662,F,Central,Eve,228
10663,D,West,David,255
10664,F,Central,Eve,262
10665,A,North,Alice,262
10666,B,East,Bob,241
10667,C,South,Carol,262
10668,F,Central,Eve,263
10669,D,West,David,233
10670,F,Central,Eve,221
10671,A,North,Alice,254
10672,B,East,Bob,236
10673,C,South,Carol,258
10674,F,Central,Eve,223
10675,D,West,David,208
10676,F,Central,Eve,230
10677,A,North,Alice,273
10678,B,East,Bob,253
10679,C,South,Carol,241
10680,F,Central,Eve,205
10681,D,West,David,132
10682,F,Central,Eve,151
10683,A,North,Alice,163
10684,B,East,Bob,176
10685,C,South,Carol,169
10686,F,Central,Eve,133
10687,D,West,David,184
10688,F,Central,Eve,258
10689,A,North,Alice,237
10690,B,East,Bob,260
10691,C,South,Carol,159
10692,F,Central,Eve,223
10693,D,West,David,207
10694,F,Central,Eve,261
10695,A,North,Alice,239
10696,B,East,Bob,222
10697,C,South,Carol,143
10698,F,Central,Eve,157
10699,D,West,David,251
10700,F,Central,Eve,255
10701,A,North,Alice,277
10702,B,East,Bob,267
10703,C,South,Carol,260
10704,F,Central,Eve,259
10705,D,West,David,257
10706,F,Central,Eve,228
10707,A,North,Alice,255
10708,B,East,Bob,262
10709,C,South,Carol,262
10710,F,Central,Eve,241
10711,D,West,David,262
10712,F,Central,Eve,263
10713,A,North,Alice,233
10714,B,East,Bob,221
10715,C,South,Carol,254
10716,F,Central,Eve,254
10717,D,West,David,224
10718,F,Central,Eve,225
10719,A,North,Alice,246
10720,B,East,Bob,221
10721,C,South,Carol,257
10722,F,Central,Eve,234
10723,D,West,David,216
10724,F,Central,Eve,221
10725,A,North,Alice,249
10726,B,East,Bob,240
10727,C,South,Carol,219
10728,F,Central,Eve,219
10729,D,West,David,278
10730,F,Central,Eve,232
10731,A,North,Alice,253
10732,B,East,Bob,253
10733,C,South,Carol,261
10734,F,Central,Eve,251
10735,D,West,David,275
10736,F,Central,Eve,229
10737,A,North,Alice,257
10738,B,East,Bob,229
10739,C,South,Carol,255
10740,F,Central,Eve,242
10741,D,West,David,192
10742,F,Central,Eve,218
10743,A,North,Alice,219
10744,B,East,Bob,261
10745,C,South,Carol,236
10746,F,Central,Eve,257
10747,D,West,David,252
10748,F,Central,Eve,232
10749,A,North,Alice,229
10750,B,East,Bob,202
10751,C,South,Carol,228
10752,F,Central,Eve,244
10753,D,West,David,260
10754,F,Central,Eve,245
10755,A,North,Alice,227
10756,B,East,Bob,300
10757,C,South,Carol,160
10758,F,Central,Eve,274
10759,D,West,David,260
10760,F,Central,Eve,253
10761,A,North,Alice,218
10762,B,East,Bob,220
10763,C,South,Carol,253
10764,F,Central,Eve,259
10765,D,West,David,235
10766,F,Central,Eve,274
10767,A,North,Alice,264
10768,B,East,Bob,258
10769,C,South,Carol,237
10770,F,Central,Eve,273
10771,D,West,David,249
10772,F,Central,Eve,250
10773,A,North,Alice,229
10774,B,East,Bob,223
10775,C,South,Carol,272
10776,F,Central,Eve,230
10777,D,West,David,226
10778,F,Central,Eve,263
10779,A,North,Alice,243
10780,B,East,Bob,269
10781,C,South,Carol,234
10782,F,Central,Eve,267
10783,D,West,David,240
10784,F,Central,Eve,247
10785,A,North,Alice,137
10786,B,East,Bob,248
10787,C,South,Carol,222
10788,F,Central,Eve,169
10789,D,West,David,241
10790,F,Central,Eve,136
10791,A,North,Alice,224
10792,B,East,Bob,259
10793,C,South,Carol,260
10794,F,Central,Eve,217
10795,D,West,David,224
10796,F,Central,Eve,232
10797,A,North,Alice,156
10798,B,East,Bob,251
10799,C,South,Carol,253
10800,F,Central,Eve,245
10801,D,West,David,253
10802,F,Central,Eve,234
10803,A,North,Alice,229
10804,B,East,Bob,250
10805,C,South,Carol,268
10806,F,Central,Eve,269
10807,D,West,David,242
10808,F,Central,Eve,223
10809,A,North,Alice,155
10810,B,East,Bob,220
10811,C,South,Carol,256
10812,F,Central,Eve,162
10813,D,West,David,139
10814,F,Central,Eve,207
10815,A,North,Alice,174
10816,B,East,Bob,216
10817,C,South,Carol,176
10818,F,Central,Eve,223
10819,D,West,David,135
10820,F,Central,Eve,249
10821,A,North,Alice,157
10822,B,East,Bob,102
10823,C,South,Carol,197
10824,F,Central,Eve,203
